[org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest.testQuinticMin, org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest.testSinMin]
src/main/java/org/apache/commons/math/util/Incrementor.java
00044,x,o
00053,x,o
00062,x,o
00084,x,o
00093,x,o
src/main/java/org/apache/commons/math/optimization/univariate/MultiStartUnivariateRealOptimizer.java
00073,x,o
00074,x,o
00075,x,o
00099,-,o
00135,-,o
00138,-,o
00146,x,o
00154,x,o
00155,x,o
00158,x,o
00160,x,o
00161,x,o
00162,x,o
00159,x,o
00163,x,o
00164,x,o
00165,x,o
00166,x,o
00167,x,o
00168,x,o
00169,x,o
00170,x,o
00171,x,o
00172,x,o
00174,x,o
00176,x,o
00182,x,o
00191,x,o
00192,x,o
00193,x,o
00194,x,o
00195,x,o
00196,x,o
00197,x,o
00198,x,o
00199,x,o
00200,x,o
00201,x,o
00202,x,o
00203,x,o
00204,x,o
src/main/java/org/apache/commons/math/util/FastMath.java
00169,x,-
00170,x,-
00171,x,-
00174,x,-
00175,x,-
00178,x,-
00179,x,-
00180,x,-
00181,x,-
00182,x,-
00183,x,-
00184,x,-
00185,x,-
00186,x,-
00187,x,-
00188,x,-
00189,x,-
00192,x,-
00193,x,-
00194,x,-
00195,x,-
00196,x,-
00199,x,-
00200,x,-
00201,x,-
00202,x,-
00205,x,-
00219,x,-
00680,x,-
00681,x,-
00682,x,-
00683,x,-
00684,x,-
00685,x,-
00687,x,-
00688,x,-
00689,x,-
00690,x,-
00691,x,-
00692,x,-
00693,x,-
00694,x,-
00695,x,-
00696,x,-
00697,x,-
00698,x,-
00700,x,-
00701,x,-
00702,x,-
00703,x,-
00705,x,-
00714,x,-
00715,x,-
00716,x,-
00717,x,-
00718,x,-
00719,x,-
00720,x,-
00721,x,-
00722,x,-
00730,x,-
00731,x,-
00733,x,-
00734,x,-
00735,x,-
00736,x,-
00737,x,-
00738,x,-
00739,x,-
00740,x,-
00741,x,-
00750,x,-
00751,x,-
00754,x,-
00763,x,-
00764,x,-
00766,x,-
00791,x,-
00792,x,-
00793,x,-
00794,x,-
00796,x,-
00797,x,-
00799,x,-
00800,x,-
00804,x,-
00806,x,-
00807,x,-
00808,x,-
00809,x,-
00810,x,-
00811,x,-
00812,x,-
00813,x,-
00814,x,-
00823,x,-
00824,x,-
00825,x,-
00828,x,-
00829,x,-
00830,x,-
00832,x,-
00833,x,-
00836,x,-
00837,x,-
00839,x,-
00840,x,-
00841,x,-
00842,x,-
00843,x,-
00844,x,-
00847,x,-
00848,x,-
00849,x,-
00851,x,-
00852,x,-
00853,x,-
00854,x,-
00855,x,-
00856,x,-
00859,x,-
00860,x,-
00861,x,-
00863,x,-
00864,x,-
00865,x,-
00866,x,-
00867,x,-
00868,x,-
00878,x,-
00879,x,-
00880,x,-
00889,x,-
00890,x,-
00892,x,-
00894,x,-
00895,x,-
00896,x,-
00897,x,-
00898,x,-
00899,x,-
00900,x,-
00901,x,-
00902,x,-
00903,x,-
00904,x,-
00906,x,-
00907,x,-
00908,x,-
00909,x,-
00910,x,-
00911,x,-
00913,x,-
01396,x,-
01397,x,-
01398,x,-
01399,x,-
01401,x,-
01404,x,-
01405,x,-
01406,x,-
01407,x,-
01408,x,-
01409,x,-
01410,x,-
01411,x,-
01414,x,-
01420,x,-
01421,x,-
01423,x,-
01424,x,-
01425,x,-
01426,x,-
01427,x,-
01428,x,-
01429,x,-
01430,x,-
01432,x,-
01433,x,-
01434,x,-
01436,x,-
01446,x,-
01447,x,-
01448,x,-
01449,x,-
01450,x,-
01451,x,-
01453,x,-
01454,x,-
01455,x,-
01456,x,-
01457,x,-
01458,x,-
01459,x,-
01460,x,-
01461,x,-
01462,x,-
01463,x,-
01464,x,-
01465,x,-
01466,x,-
01467,x,-
01468,x,-
01469,x,-
01470,x,-
01471,x,-
01473,x,-
01474,x,-
01475,x,-
01476,x,-
01478,x,-
01489,x,-
01490,x,-
01491,x,-
01492,x,-
01493,x,-
01494,x,-
01496,x,-
01497,x,-
01498,x,-
01499,x,-
01500,x,-
01501,x,-
01502,x,-
01503,x,-
01504,x,-
01505,x,-
01506,x,-
01507,x,-
01508,x,-
01509,x,-
01510,x,-
01511,x,-
01512,x,-
01513,x,-
01514,x,-
01516,x,-
01517,x,-
01518,x,-
01519,x,-
01521,x,-
01527,x,-
01530,x,-
01531,x,-
01532,x,-
01533,x,-
01534,x,-
01535,x,-
01536,x,-
01537,x,-
01538,x,-
01539,x,-
01540,x,-
01543,x,-
01544,x,-
01545,x,-
01546,x,-
01547,x,-
01548,x,-
01549,x,-
01550,x,-
01551,x,-
01552,x,-
01553,x,-
01554,x,-
01555,x,-
01556,x,-
01557,x,-
01558,x,-
01559,x,-
01560,x,-
01561,x,-
01562,x,-
01563,x,-
01564,x,-
01565,x,-
01566,x,-
01567,x,-
01568,x,-
01569,x,-
01570,x,-
01571,x,-
01572,x,-
01573,x,-
01574,x,-
01575,x,-
01576,x,-
01577,x,-
01578,x,-
01579,x,-
01580,x,-
01581,x,-
01582,x,-
01583,x,-
01584,x,-
01585,x,-
01586,x,-
01587,x,-
01588,x,-
01589,x,-
01590,x,-
01591,x,-
01592,x,-
01593,x,-
01594,x,-
01595,x,-
01596,x,-
01599,x,-
01600,x,-
01601,x,-
01602,x,-
01603,x,-
01604,x,-
01605,x,-
01606,x,-
01607,x,-
01608,x,-
01609,x,-
01610,x,-
01611,x,-
01612,x,-
01613,x,-
01614,x,-
01615,x,-
01616,x,-
01628,-,o
01630,-,o
01631,-,o
01632,-,o
01633,-,o
01636,-,o
01638,-,o
01648,-,o
01650,-,o
01651,-,o
01652,-,o
01653,-,o
01654,-,o
01656,-,o
01667,-,o
01668,-,o
01671,-,o
01672,-,o
01673,-,o
01674,-,o
01677,-,o
01678,-,o
01680,-,o
01683,-,o
01684,-,o
01685,-,o
01686,-,o
01712,-,o
01713,-,o
01715,-,o
01716,-,o
01717,-,o
01718,-,o
01719,-,o
01721,-,o
01722,-,o
01723,-,o
01724,-,o
01725,-,o
01727,-,o
01742,-,o
01769,-,o
01770,-,o
01771,-,o
01772,-,o
01773,-,o
01774,-,o
01775,-,o
01776,-,o
01778,-,o
01780,-,o
01794,-,o
01795,-,o
01796,-,o
01798,-,o
02175,-,o
02176,-,o
02178,-,o
02181,-,o
02182,-,o
02183,-,o
02184,-,o
02185,-,o
02188,-,o
02189,-,o
02190,-,o
02191,-,o
02192,-,o
02193,-,o
02194,-,o
02196,-,o
02201,-,o
02202,-,o
02203,-,o
02204,-,o
02205,-,o
02206,-,o
02207,-,o
02208,-,o
02209,-,o
02210,-,o
02211,-,o
02212,-,o
02213,-,o
02214,-,o
02215,-,o
02216,-,o
02217,-,o
02218,-,o
02219,-,o
02220,-,o
02221,-,o
02222,-,o
02223,-,o
02224,-,o
02225,-,o
02226,-,o
02227,-,o
02228,-,o
02229,-,o
02230,-,o
02231,-,o
02232,-,o
02233,-,o
02234,-,o
02235,-,o
02236,-,o
02237,-,o
02238,-,o
02239,-,o
02240,-,o
02241,-,o
02242,-,o
02243,-,o
02244,-,o
02245,-,o
02246,-,o
02248,-,o
02249,-,o
02252,-,o
02253,-,o
02254,-,o
02255,-,o
02256,-,o
02257,-,o
02258,-,o
02259,-,o
02260,-,o
02261,-,o
02262,-,o
02263,-,o
03016,x,o
03034,x,o
03044,x,-
03110,-,o
03114,-,o
03118,-,o
03119,-,o
03120,-,o
03123,-,o
03124,-,o
03127,-,o
03160,-,o
03161,-,o
03163,-,o
03164,-,o
03166,-,o
03167,-,o
03224,x,o
03260,x,o
src/main/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java
00077,x,o
00080,x,o
00083,x,o
00084,x,o
00090,x,o
00091,x,o
00092,x,o
00093,x,o
00096,x,o
00097,x,o
00101,x,o
00102,x,o
00103,x,o
00109,x,o
00110,x,o
00111,x,o
00112,x,o
00113,x,o
00114,x,o
00115,x,o
00118,x,o
00119,x,o
00121,x,o
00122,x,o
00123,x,o
00125,x,o
00127,x,o
00128,x,o
00129,x,o
00132,x,o
00133,x,o
00134,x,o
00135,x,o
00136,x,o
00137,x,o
00138,x,o
00139,x,o
00140,x,o
00141,x,o
00142,x,o
00143,x,o
00144,x,o
00145,x,o
00146,x,o
00147,x,o
00148,x,o
00149,x,o
00150,x,o
00151,x,o
00152,x,o
00153,x,o
00154,x,o
00155,x,o
00156,x,o
00157,x,o
00158,x,o
00159,x,o
00160,x,o
00161,x,o
00162,x,o
00163,x,o
00164,x,o
00165,x,o
00166,x,o
00167,x,o
00168,x,o
00169,x,o
00170,x,o
00171,x,o
00172,x,o
00173,x,o
00174,x,o
00175,x,o
00176,x,o
00177,x,o
00178,x,o
00179,x,o
00180,x,o
00181,x,o
00182,x,o
00183,x,o
00184,x,o
00185,x,o
00186,x,o
00187,x,o
00188,x,o
00189,x,o
00190,x,o
00191,x,o
00192,x,o
00193,x,o
00194,x,o
00195,x,o
00196,x,o
00197,x,o
00198,x,o
00199,x,o
00200,x,o
00201,x,o
00202,x,o
00203,x,o
00204,x,o
00205,x,o
00206,x,o
00207,x,o
00208,x,o
00209,x,o
00210,x,o
00211,x,o
00212,x,o
00213,x,o
00214,x,o
00215,x,o
00216,x,o
00217,x,o
00218,x,o
00219,x,o
00220,x,o
00221,x,o
00222,x,o
00223,x,o
00224,x,o
00225,x,o
00226,x,o
00227,x,o
00228,x,o
00229,x,o
00230,x,o
00231,x,o
00232,x,o
00233,x,o
00234,x,o
00235,x,o
00236,x,o
00237,x,o
00238,x,o
00239,x,o
00240,x,o
00241,x,o
00242,x,o
00243,x,o
00244,x,o
00245,x,o
00246,x,o
00247,x,o
00249,x,o
src/main/java/org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java
00055,x,o
00060,x,o
00065,x,o
00072,x,o
00078,x,o
00084,x,o
00090,x,o
00106,x,o
00110,x,o
00120,x,o
00123,x,o
00128,x,o
00129,x,o
00130,x,o
00131,x,o
00132,x,o
00133,x,o
00136,x,o
00144,x,o
00158,x,o
src/main/java/org/apache/commons/math/optimization/univariate/UnivariateRealPointValuePair.java
00046,x,o
00047,x,o
00056,x,o
00065,x,o
src/main/java/org/apache/commons/math/util/MathUtils.java
00417,x,o
00479,x,o
00481,x,o
00482,x,o
00485,x,o
00486,x,o
00488,x,o
00489,x,o
00492,x,o
00494,x,o
